"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000001631.17",470.328976962275,0.0244288611659708,0.0875351573546887,0.2790748529415,0.780187381192391,0.999966127004508
"ENSG00000002016.18",158.939937511942,0.07278247123251,0.114925113919915,0.633303450829974,0.526535500245515,0.999966127004508
"ENSG00000002079.15",4.4365992961567,-0.181130717785115,0.31045353017642,-0.583439066330427,0.559597765414968,0.999966127004508
"ENSG00000002330.14",88.1982384443852,-0.171668271182421,0.107594790271329,-1.59550728013423,0.110598843318128,0.999966127004508
"ENSG00000002549.13",203.9763161843,-0.325528746291171,0.135493680674395,-2.40253821928012,0.0162817330788229,0.999966127004508
"ENSG00000002586.20",117.0479985949,-0.283367431067731,0.20948490236742,-1.35268665123526,0.176155756735735,0.999966127004508
"ENSG00000002587.10",314.628418730214,0.208671264698275,0.193729841577475,1.07712504691655,0.281424404729124,0.999966127004508
"ENSG00000002726.21",0.516112505398228,-0.460591317071422,0.78669655733503,-0.585475190881344,0.558228243465202,0.999966127004508
"ENSG00000002745.13",13.2890504541722,0.0877172333556573,0.264416184158748,0.331739275471105,0.740086140958935,0.999966127004508
"ENSG00000002746.15",1139.66878653497,0.0655947184491432,0.126398624160449,0.518951206034314,0.603794768017104,0.999966127004508
"ENSG00000002822.16",23.935920705524,0.406679320476959,0.18754497107211,2.16843628571941,0.0301255074079136,0.999966127004508
"ENSG00000002834.19",615.691506542944,-0.0125161373663592,0.0791376852519137,-0.158156475344426,0.87433349966174,0.999966127004508
"ENSG00000002919.15",57.7222539718126,0.00408950843994041,0.106485145089578,0.0384044970451062,0.969365175505332,0.999966127004508
"ENSG00000002933.9",21.4534116339884,-0.368463568738685,0.224465977408089,-1.6415118807462,0.100691202906454,0.999966127004508
"ENSG00000003056.8",355.505706757195,-0.13805759342624,0.0861312112495769,-1.60287532734446,0.1089621818716,0.999966127004508
"ENSG00000003096.15",62.3761577184995,-0.201648243612545,0.114100119164808,-1.76729213859348,0.0771793157342072,0.999966127004508
"ENSG00000003137.9",214.55963565081,-0.229864558415927,0.174864518789273,-1.3145294426077,0.188668096685483,0.999966127004508
"ENSG00000003147.19",431.203515003568,-0.158868973730248,0.132866032093764,-1.19570797160657,0.231810539448045,0.999966127004508
"ENSG00000003249.15",271.390675437923,-0.00103224136674089,0.10624016057892,-0.00971611263684127,0.992247785708082,0.999966127004508
"ENSG00000003393.16",2690.31523073946,-0.017424531942081,0.0954252064093078,-0.182598839423432,0.855112795039075,0.999966127004508
"ENSG00000003400.16",36.6458772182791,-0.215292439347144,0.171160475288246,-1.25783969099511,0.208449738137909,0.999966127004508
"ENSG00000003402.21",1515.50934062148,-0.0881688661783314,0.0929094138815924,-0.948976669799009,0.342632477967955,0.999966127004508
"ENSG00000003436.16",74.0311801885642,-0.219430434826795,0.184309400312755,-1.19055476527211,0.233828418519129,0.999966127004508
"ENSG00000003509.16",298.115611699163,0.0243377416307694,0.0647657777832033,0.375780890213925,0.707079795730164,0.999966127004508
"ENSG00000003756.17",1038.03344635178,0.00685546824809637,0.0641397347442315,0.10688332708942,0.914881540467321,0.999966127004508
"ENSG00000003987.14",524.687781202229,0.0328022786247048,0.0942645540963606,0.347981051193146,0.727854414184506,0.999966127004508
"ENSG00000003989.18",534.382667931468,0.0896280524183003,0.208710040374867,0.429438144218257,0.667604399723579,0.999966127004508
"ENSG00000004059.11",105.200306188273,-0.154655212311082,0.124097599522139,-1.24623854858282,0.212676830740026,0.999966127004508
"ENSG00000004139.14",243.691005825858,0.0341507227393018,0.076170771849538,0.448344186491383,0.653904815778322,0.999966127004508
"ENSG00000004142.12",222.332226894208,-0.146041690378593,0.0804520020216694,-1.81526483752707,0.0694832198942146,0.999966127004508
"ENSG00000004399.13",477.134932654725,-0.184753438945737,0.143814310372589,-1.28466658475839,0.198908819890669,0.999966127004508
"ENSG00000004455.18",391.645294835968,-0.0520813240753985,0.0787548968320558,-0.661309025475095,0.508414154569783,0.999966127004508
"ENSG00000004468.13",58.0053655229114,-0.191580053783873,0.217012041821466,-0.88280840167148,0.377339800315806,0.999966127004508
"ENSG00000004478.8",1619.82581431014,-0.0471133738440262,0.191121830802328,-0.246509640715791,0.805287742451891,0.999966127004508
"ENSG00000004487.18",935.630718006515,0.0191250544980941,0.0548808052785019,0.348483488918225,0.727477111597635,0.999966127004508
"ENSG00000004534.15",1377.67871318018,0.151756246487149,0.104790602206676,1.44818565111252,0.147565136441336,0.999966127004508
"ENSG00000004660.15",873.362296928338,-0.0141693105434586,0.138635416481794,-0.102205561198133,0.918593513676283,0.999966127004508
"ENSG00000004700.16",133.080816229993,-0.047223209790017,0.0706601806999456,-0.668314308316698,0.503932981822178,0.999966127004508
"ENSG00000004766.17",563.200640113897,0.00670258563464543,0.0837478861703395,0.0800328932602868,0.936211094831761,0.999966127004508
"ENSG00000004776.13",20.7059526473791,0.22687972046766,0.19927036779289,1.13855222419956,0.254889964895496,0.999966127004508
"ENSG00000004777.19",180.070978448668,0.0362263518902848,0.0851973733382243,0.425205032395425,0.670687215971003,0.999966127004508
"ENSG00000004779.10",148.731434865714,-0.141951547395019,0.117552705481529,-1.20755661737896,0.227217854822992,0.999966127004508
"ENSG00000004799.8",1177.6691248707,0.0593737709157401,0.195652645581338,0.303465208657538,0.761535357585544,0.999966127004508
"ENSG00000004809.14",1.78934830568403,0.316606909361696,0.552170412809099,0.573386226456788,0.566383214097126,0.999966127004508
"ENSG00000004838.14",8.28410514973758,0.567292423293175,0.212846389358963,2.6652668386892,0.00769272558741292,0.999966127004508
"ENSG00000004846.17",1.22828216968989,0.226469997118386,0.642295522692797,0.352594699973806,0.724392311530794,0.999966127004508
"ENSG00000004848.8",83.9388039335949,0.468881708210501,0.383499447940182,1.22263985184051,0.221465754104993,0.999966127004508
"ENSG00000004864.14",164.591593753689,-0.0890404239742479,0.131791503166853,-0.675615816154089,0.499284597105492,0.999966127004508
"ENSG00000004866.22",313.90325850098,0.0181193745880888,0.0894935326318413,0.202465743112727,0.839552636837352,0.999966127004508
"ENSG00000004897.12",871.701907907908,0.0340758281945372,0.0773318456087817,0.44064418644455,0.659470608704537,0.999966127004508
"ENSG00000004939.16",7.93087972492035,-0.303440184194689,0.37088644027159,-0.818148498425795,0.413272398745809,0.999966127004508
"ENSG00000004948.16",0.893621767523865,0.0120606000812272,0.668443647173862,0.0180428075458847,0.985604703477611,0.999966127004508
"ENSG00000004961.15",101.508370805653,-0.00884409802526028,0.115125631326411,-0.0768212770984503,0.938765724078023,0.999966127004508
"ENSG00000004975.12",169.95877224482,0.184785209026585,0.0954034642239374,1.93688154334569,0.0527598250693083,0.999966127004508
"ENSG00000005001.10",2.47721844346888,-0.572530371213077,0.342720942290046,-1.67054387568923,0.0948118061471703,0.999966127004508
"ENSG00000005007.14",1016.53653358757,-0.0328535961179972,0.0780783665436102,-0.420777195686427,0.673917785261329,0.999966127004508
"ENSG00000005020.13",389.087391658152,-0.0560054507711551,0.110695989232043,-0.505939295178574,0.612899265638619,0.999966127004508
"ENSG00000005022.6",200.859148661036,-0.116457261566421,0.123320857928688,-0.944343588930956,0.344994098183035,0.999966127004508
"ENSG00000005059.16",39.7941729946847,0.32103926174612,0.197727191391638,1.62364750890654,0.104451059777327,0.999966127004508
"ENSG00000005075.16",116.975349732399,0.0940626609372488,0.171813452172432,0.547469710595463,0.584056074297038,0.999966127004508
"ENSG00000005100.13",193.431466285986,-0.0698512881649782,0.0605123110396631,-1.1543318535495,0.248364141992443,0.999966127004508
"ENSG00000005102.14",3.72922160209357,-0.111860293880508,0.348582519162239,-0.320900468988939,0.748285818513949,0.999966127004508
"ENSG00000005108.17",399.716016537146,-0.0584007206981416,0.0981879869763936,-0.594784784743396,0.55198733936951,0.999966127004508
"ENSG00000005156.12",377.572391848131,0.00674788278663486,0.0696160138183044,0.0969300368769551,0.922781955134482,0.999966127004508
"ENSG00000005175.10",685.492517955742,0.0593382031280135,0.0761607910968511,0.779117473353909,0.435910517998708,0.999966127004508
"ENSG00000005187.12",3.87194397457933,-0.200265525848546,0.283368340290584,-0.706732183430163,0.479732925481555,0.999966127004508
"ENSG00000005189.20",29.1978573780834,-0.0576607168373328,0.12722277410768,-0.453226375872999,0.650385741611664,0.999966127004508
"ENSG00000005194.15",126.611900342987,-0.0608629932549187,0.0762769316103618,-0.797921363248057,0.424916125213682,0.999966127004508
"ENSG00000005206.17",202.053225219725,0.0164188905525713,0.0942346392481004,0.174234131775511,0.861681462486108,0.999966127004508
"ENSG00000005238.20",122.270183101999,-0.255716914654129,0.0846823379045242,-3.01971958949031,0.00253008810942951,0.999966127004508
"ENSG00000005243.10",13.5401521618727,0.098384900510715,0.238404007768667,0.412681403435892,0.679840051508185,0.999966127004508
"ENSG00000005249.14",642.027800819061,0.0996062248129908,0.127673413461283,0.780164186987892,0.435294239247189,0.999966127004508
"ENSG00000005302.19",217.490034671218,0.0150490156007414,0.0589353946770362,0.255347668123875,0.798454586008997,0.999966127004508
"ENSG00000005339.15",3045.3142369471,0.0779759949466957,0.0710246720102947,1.09787194702418,0.272260409210417,0.999966127004508
"ENSG00000005379.17",1655.69305158561,0.0140259770278811,0.105276928886357,0.1332293521121,0.894011998134868,0.999966127004508
"ENSG00000005381.9",8.14513426183021,-0.312568685437482,0.271231265343297,-1.15240654517415,0.249154052669637,0.999966127004508
"ENSG00000005421.9",24.6393415130619,-0.13133311057563,0.155034522115886,-0.847121717042224,0.396927281473643,0.999966127004508
"ENSG00000005436.14",414.440391090097,0.103065059508147,0.0628363374435436,1.64021430435452,0.100960616147042,0.999966127004508
"ENSG00000005448.17",77.0032097106505,-0.177841082383367,0.118188108593289,-1.50472906707862,0.132393746840584,0.999966127004508
"ENSG00000005469.12",158.231607223491,-0.0350676214745492,0.094570265458543,-0.370810225650914,0.710778884535928,0.999966127004508
"ENSG00000005471.19",12.0552013173783,-0.0110739132533447,0.197209179625265,-0.056153132802374,0.955219816819295,0.999966127004508
"ENSG00000005483.23",4268.87112450893,0.0740341380860536,0.0640634359859774,1.15563795395331,0.24782927677085,0.999966127004508
"ENSG00000005486.17",227.726339426593,-0.116138361744028,0.139312502630458,-0.833653545454556,0.404476242817366,0.999966127004508
"ENSG00000005513.11",426.797882564252,-0.183775808345555,0.18148958871977,-1.01259697397472,0.311252705833935,0.999966127004508
"ENSG00000005700.15",960.553572532611,-0.0240624835164171,0.0771849106159079,-0.311751135350253,0.755229662794996,0.999966127004508
"ENSG00000005801.18",327.122030849635,0.0487255105464572,0.0801224004899474,0.608138426314006,0.543095668348538,0.999966127004508
"ENSG00000005810.20",6106.44955451807,0.0443526262321551,0.0877771060898535,0.505286950184406,0.61335730717619,0.999966127004508
"ENSG00000005812.11",1067.79432351652,0.0605433938932016,0.0717704267140938,0.843570209417641,0.398909617171611,0.999966127004508
"ENSG00000005844.19",36.0254827335732,-0.192844343966688,0.165535851894274,-1.16497025725796,0.244031032406908,0.999966127004508
"ENSG00000005882.12",420.305561293146,-0.04094589085601,0.0794105608511806,-0.515622738551673,0.606117925829108,0.999966127004508
"ENSG00000005884.18",332.365204928112,-0.0390411254204529,0.0732784687066545,-0.53277758268586,0.594187553547536,0.999966127004508
"ENSG00000005889.16",972.034646287942,0.0656410168068754,0.0596011734321823,1.10133765875542,0.270749726902767,0.999966127004508
"ENSG00000005893.17",2446.7103362855,-0.0184125592773252,0.141825551224096,-0.129825402534357,0.896704564681723,0.999966127004508
"ENSG00000005961.19",40.587213930039,-0.10527869709047,0.116752413309756,-0.901726089474104,0.367202390374999,0.999966127004508
"ENSG00000005981.13",19.2392823315612,0.0029551969260028,0.263318180546729,0.0112229125989968,0.991045599283832,0.999966127004508
"ENSG00000006007.12",360.853008095785,-0.065077551795067,0.0956919915360938,-0.680073125769575,0.496458159858327,0.999966127004508
"ENSG00000006015.18",125.446156167845,-0.147669584183279,0.0938830097521799,-1.57291063178607,0.115739512951632,0.999966127004508
"ENSG00000006016.12",59.7499201451774,0.14653644727191,0.177921144376124,0.823603331609275,0.410164982327159,0.999966127004508
"ENSG00000006025.13",96.1051222993489,0.0651559443440994,0.0948705385393194,0.686787967553228,0.492216353280563,0.999966127004508
"ENSG00000006042.12",178.301248327642,-0.200424499024959,0.194649418422771,-1.0296691387469,0.303165347421684,0.999966127004508
"ENSG00000006047.13",5.62239141919065,1.05210095915203,0.451041830745218,2.33260173987352,0.0196690575453043,0.999966127004508
"ENSG00000006059.4",0.0729917374668296,0.322799524627378,2.23118063342848,0.144676553655522,0.884966251838328,0.999966127004508
"ENSG00000006062.18",76.9937018916083,-0.0487142746009083,0.114742206361978,-0.424554103894681,0.671161756541261,0.999966127004508
"ENSG00000006071.16",759.048752251571,0.000359461705152379,0.110999277641786,0.00323841481484612,0.997416123334088,0.999966127004508
"ENSG00000006116.4",254.99041452835,0.094746055649526,0.280415102654392,0.337877863041847,0.735455230266446,0.999966127004508
"ENSG00000006118.15",547.446361944847,0.0140581273044398,0.0773744776679235,0.181689463091106,0.855826435574359,0.999966127004508
"ENSG00000006125.18",2530.26794423449,-0.0452260996579673,0.0846657729230719,-0.534172170129011,0.593222421645215,0.999966127004508
"ENSG00000006128.12",13.476982936678,-0.0432589869647439,0.366010186121798,-0.118190664099027,0.905916587079234,0.999966127004508
"ENSG00000006194.11",135.233574860412,0.00808566243214611,0.0670404028614459,0.12060879838173,0.904000899620407,0.999966127004508
"ENSG00000006210.7",283.37054663439,0.00506282927516688,0.166644745069149,0.0303809716475972,0.975763220276038,0.999966127004508
"ENSG00000006282.22",152.419761502426,-0.0618328352784034,0.101843552074533,-0.607135493792989,0.543760996774158,0.999966127004508
"ENSG00000006283.18",506.24693348073,-0.136668397243742,0.138874735219638,-0.98411274756055,0.325060079822275,0.999966127004508
"ENSG00000006327.14",9.57229650299185,0.023169877170463,0.315603810326752,0.0734144405496077,0.941476326707177,0.999966127004508
"ENSG00000006377.11",6.82193686194911,1.54247500183916,0.528482556668399,2.91868668582565,0.00351509327534215,0.999966127004508
"ENSG00000006432.16",793.158114138592,0.0699843190975255,0.115660100726547,0.60508609847218,0.545121790528279,0.999966127004508
"ENSG00000006451.8",492.738771785974,0.0273116094753032,0.0897867257273058,0.304183154626355,0.760988357819313,0.999966127004508
"ENSG00000006453.14",25.3496839242272,-0.0542371765681293,0.152057475860625,-0.356688655136186,0.721324899521845,0.999966127004508
"ENSG00000006459.11",593.159401904359,0.106703152487595,0.0659216265378327,1.61863652478839,0.105525491571126,0.999966127004508
"ENSG00000006468.15",2698.86967520112,0.14841523334805,0.174071154184853,0.852612450598458,0.393874255773242,0.999966127004508
"ENSG00000006530.18",497.496417898224,-0.018542193488857,0.0559002575164586,-0.331701396606226,0.740114745994135,0.999966127004508
"ENSG00000006534.17",21.9382810161531,-0.170029578210656,0.17061209753662,-0.996585709135672,0.318965645470945,0.999966127004508
"ENSG00000006555.11",3.3268852481342,0.190752213109464,0.444517857332442,0.429121597620782,0.66783473558212,0.999966127004508
"ENSG00000006576.17",291.806637750663,-0.0350135225439918,0.0662989647327741,-0.528115675487815,0.597419051583103,0.999966127004508
"ENSG00000006606.9",0.153442315079395,0.317147757274899,1.46241732337641,0.216865426992256,0.828313221663571,0.999966127004508
"ENSG00000006607.14",533.563166824095,-0.0511896275872627,0.0665493513082637,-0.769197994885732,0.44177578058075,0.999966127004508
"ENSG00000006611.17",52.8468716533159,0.0497391817719909,0.257997602682477,0.19278931763256,0.847123969842728,0.999966127004508
"ENSG00000006625.18",82.2354682622439,-0.0508313296295685,0.141952813914823,-0.358086100780426,0.720278880304486,0.999966127004508
"ENSG00000006634.8",89.1923068152512,0.126694565590313,0.083721042215805,1.51329417595802,0.130204951416158,0.999966127004508
"ENSG00000006638.13",2.89660549967216,0.557329150058628,0.424056701616776,1.31427978365566,0.188752067954129,0.999966127004508
"ENSG00000006652.15",132.50774380572,0.140932601770519,0.111243192091058,1.26688743033514,0.205195543825028,0.999966127004508
"ENSG00000006695.12",132.191593262033,-0.00580578409280213,0.0691302445465351,-0.0839832714448733,0.933069732228175,0.999966127004508
"ENSG00000006704.11",121.071592591974,0.0436770577925009,0.0806988315983951,0.541235318125344,0.588345396876394,0.999966127004508
"ENSG00000006712.15",395.666190911822,0.0896804475302303,0.137189937888693,0.653695518128968,0.513307991331664,0.999966127004508
"ENSG00000006715.16",1264.0540287368,0.00115275201290899,0.0874005274622675,0.013189302700795,0.989476764107827,0.999966127004508
"ENSG00000006740.18",642.167415498378,0.0124114318791508,0.0930837067808904,0.133336244423162,0.893927464594442,0.999966127004508
"ENSG00000006744.19",486.932023577686,-0.00674182861007482,0.0719158679658856,-0.0937460507780134,0.925310888096289,0.999966127004508
"ENSG00000006747.15",134.32943111593,-0.0301923682996292,0.244813038672294,-0.123328269047159,0.901847156240172,0.999966127004508
"ENSG00000006756.16",74.6002741910185,-0.305901916911196,0.156721118895743,-1.9518870147596,0.0509516202916979,0.999966127004508
"ENSG00000006757.12",105.996797067438,-0.044265753562874,0.124386426643477,-0.35587286135127,0.721935780561394,0.999966127004508
"ENSG00000006788.14",1.29718618239743,0.483637944091662,0.684780169557637,0.706267449894306,0.480021831617877,0.999966127004508
"ENSG00000006831.10",727.908247518924,0.0250535458551474,0.139445660139799,0.179665296360104,0.857415339541108,0.999966127004508
"ENSG00000006837.12",33.718994678456,0.127322073442961,0.113274121802427,1.12401730789877,0.261005683485432,0.999966127004508
"ENSG00000007001.13",44.070938338602,-0.101134717562029,0.151230691468579,-0.668744661417101,0.503658372664354,0.999966127004508
"ENSG00000007038.11",0.513766124349604,-0.190728019845195,0.764886933864054,-0.249354527317751,0.803086556289505,0.999966127004508
"ENSG00000007047.16",429.656001966206,-0.00734397086938779,0.0866982461710284,-0.0847072598781346,0.932494124166935,0.999966127004508
"ENSG00000007062.12",37.5474151582904,-0.504643463876551,0.203623755591679,-2.47831331079316,0.013200517205285,0.999966127004508
"ENSG00000007080.11",152.138496646312,0.122928365311707,0.187636626232643,0.655140564930503,0.512377256794136,0.999966127004508
"ENSG00000007129.18",3.7773390923149,-0.106710421583455,0.322832768069223,-0.330543960025067,0.740988982095969,0.999966127004508
"ENSG00000007168.14",3452.15582035829,0.0319750339130615,0.0852402107229052,0.37511678633696,0.707573613368042,0.999966127004508
"ENSG00000007171.19",32.0487266288661,-0.236588538143797,0.247001473955434,-0.957842616706348,0.338142125841363,0.999966127004508
"ENSG00000007174.18",82.0010617938941,0.00312860824439015,0.152841700385418,0.0204695985225288,0.983668763857811,0.999966127004508
"ENSG00000007202.16",1203.91477379159,0.0112031560745437,0.0430033130465428,0.260518441042402,0.794463892390004,0.999966127004508
"ENSG00000007216.16",0.294022747302411,0.628648949100278,1.15109652623888,0.546130524044184,0.584976219114694,0.999966127004508
"ENSG00000007237.19",5321.9958527964,-0.0153843692386212,0.124239716855707,-0.123828109303313,0.901451375088037,0.999966127004508
"ENSG00000007255.10",14.185551511615,-0.255712248797449,0.179132458345836,-1.42750370959442,0.153434756684177,0.999966127004508
"ENSG00000007264.15",142.918904756729,0.0173426949058443,0.232811684089869,0.0744923734117646,0.940618609443617,0.999966127004508
"ENSG00000007312.14",0.565620090623963,-0.178127247949346,0.66077008478547,-0.269575230554177,0.787487058224916,0.999966127004508
"ENSG00000007314.12",3.36544885845993,-0.839602638640095,0.340046006139756,-2.46908542809065,0.0135458875946331,0.999966127004508
"ENSG00000007341.19",233.304078365346,-0.0511776294359892,0.0658786544925133,-0.776846913924224,0.437249094399387,0.999966127004508
"ENSG00000007350.18",1.98775913487167,0.218951601652448,0.664336068058834,0.329579579040795,0.741717654792624,0.999966127004508
"ENSG00000007372.25",1045.10502343623,0.0588513463671946,0.130517389093354,0.450908088002746,0.652055794013631,0.999966127004508
"ENSG00000007376.8",46.7552416912794,-0.0214105359858462,0.0956399823773916,-0.223865954945089,0.822861607434126,0.999966127004508
"ENSG00000007384.15",89.5994154332271,0.0352148561035817,0.131234306204157,0.268335750933898,0.788440889666077,0.999966127004508
"ENSG00000007392.17",603.657781875538,-0.00116909183038618,0.0756736581564347,-0.0154491253478112,0.987673871733108,0.999966127004508
"ENSG00000007402.12",305.592883026843,-0.0727138062548319,0.11095210789635,-0.655362098417817,0.512234647988785,0.999966127004508
"ENSG00000007516.15",578.627404024642,0.492749498167566,0.279076294050914,1.76564440861347,0.0774555246874839,0.999966127004508
"ENSG00000007520.4",121.60568329485,-0.0919473597851376,0.176187178758221,-0.521873160312734,0.601758646800398,0.999966127004508
"ENSG00000007541.17",99.2311476404151,-0.0645158538950182,0.0900882358268526,-0.716140718073513,0.473904463629824,0.999966127004508
"ENSG00000007545.16",254.777614840839,-0.0381065899046265,0.072207619218459,-0.527736412266104,0.597682296849522,0.999966127004508
"ENSG00000007866.22",21.9323363508803,0.00858932128652868,0.205190919793437,0.041860143203098,0.966610189645911,0.999966127004508
"ENSG00000007908.16",8.32603179480655,-0.129621864762668,0.485161718002862,-0.267172491053598,0.789336355479452,0.999966127004508
"ENSG00000007923.17",403.731182115306,0.0437615381150606,0.0810242386391687,0.540104280522118,0.589125118853874,0.999966127004508
"ENSG00000007933.13",8.9490408921229,-0.36881873826663,0.252368599340659,-1.46142879593662,0.143897802968539,0.999966127004508
"ENSG00000007944.15",144.015841048782,-0.0480247112680488,0.112356661364366,-0.427430921183279,0.669065489570977,0.999966127004508
"ENSG00000007952.18",3.15159377283837,0.204709011135663,0.252338464816801,0.811247747283725,0.417223410677319,0.999966127004508
"ENSG00000007968.7",0.508994449560931,-0.700936185566907,0.796304158399765,-0.880236751463779,0.378731068030472,0.999966127004508
"ENSG00000008018.9",274.520795534603,-6.68689018023188e-05,0.0636898313923836,-0.00104991488186473,0.999162289279507,0.999966127004508
"ENSG00000008056.14",1241.60094374255,-0.0387176466415939,0.177795359746052,-0.217765225689213,0.827612040206635,0.999966127004508
"ENSG00000008083.14",995.179180893128,0.0302933555186449,0.0819021485340838,0.369872537666558,0.711477464394377,0.999966127004508
"ENSG00000008086.13",1559.8050379136,-0.00828588320912269,0.127714485092921,-0.0648781788776283,0.948270994716187,0.999966127004508
"ENSG00000008118.10",222.520771772519,-0.198358590056615,0.271995653659727,-0.729271175431232,0.465835800625681,0.999966127004508
"ENSG00000008128.23",60.9161488828258,0.228854629407545,0.170047825805992,1.34582508375406,0.178358933869676,0.999966127004508
"ENSG00000008130.15",262.705589798525,-0.0278504291498511,0.0682970695667354,-0.407783662264417,0.683432509206776,0.999966127004508
"ENSG00000008196.13",53.6942037480822,-0.125957131970935,0.334310256333921,-0.376767178345627,0.70634663418044,0.999966127004508
"ENSG00000008197.5",1.63784587042708,0.888977421390463,0.74186402376759,1.19830237470709,0.230799322456565,0.999966127004508
"ENSG00000008226.20",22.7324678380188,-0.0575995619918444,0.197269509786636,-0.291984108715752,0.770298774220562,0.999966127004508
"ENSG00000008256.17",447.451118467684,-0.0860464741291063,0.066061648865194,-1.30251780885296,0.192739434102451,0.999966127004508
"ENSG00000008277.15",3387.05766814358,0.0192321533173871,0.108469476224414,0.177304749564729,0.85926902028918,0.999966127004508
"ENSG00000008282.10",200.052621257803,-0.0533470932847193,0.128829822122843,-0.414089629292908,0.678808467553634,0.999966127004508
"ENSG00000008283.16",125.975075732207,-0.0159978012332906,0.135397064513285,-0.118154712517573,0.905945072697246,0.999966127004508
"ENSG00000008294.22",3768.87181522463,-0.0104188916663303,0.0488797238988499,-0.213153652174689,0.831207117684853,0.999966127004508
"ENSG00000008300.17",812.23994773729,0.0734387073435789,0.0796617966289869,0.921881133130965,0.356590581316919,0.999966127004508
"ENSG00000008311.16",471.100812790021,-0.133165023258849,0.145244508834865,-0.916833444011642,0.359229924546226,0.999966127004508
"ENSG00000008323.16",2.62238738287996,-0.118085544387452,0.481924302499544,-0.245029237527535,0.806433793002873,0.999966127004508
"ENSG00000008324.12",40.0926385997567,-0.0252961118274125,0.0954132789130611,-0.26512150211777,0.790915863560024,0.999966127004508
"ENSG00000008382.16",155.904675907575,-0.0337751051386212,0.10197276610387,-0.331216916330558,0.740480643323158,0.999966127004508
"ENSG00000008394.13",487.827814110497,-0.0939542088208919,0.162832326442311,-0.576999732630966,0.563939636138234,0.999966127004508
"ENSG00000008405.12",322.265339503477,0.138779123652248,0.100502111549487,1.38085779007652,0.167322690495877,0.999966127004508
"ENSG00000008438.5",15.4659982012024,-0.093898530592217,0.156829504717256,-0.598730007861111,0.549352943077519,0.999966127004508
"ENSG00000008441.19",3489.25678870852,-0.00991278621250869,0.0770544854819707,-0.128646452578391,0.897637407839453,0.999966127004508
"ENSG00000008513.17",305.214417047582,-0.0174178556517921,0.0943575617019678,-0.184594168581922,0.853547360138117,0.999966127004508
"ENSG00000008516.18",16.2103952201429,-0.134924639902752,0.182642356855432,-0.738736852862394,0.460066803059733,0.999966127004508
"ENSG00000008517.19",10.8928587710915,-0.533818748343155,0.29438580877347,-1.8133304406461,0.069780870969005,0.999966127004508
"ENSG00000008710.20",3526.91932387654,-0.0153142171975924,0.0973124277368265,-0.157371648758044,0.874951956037487,0.999966127004508
"ENSG00000008735.14",1676.59148227068,0.0112662448464507,0.110406319118597,0.102043478456596,0.918722164365056,0.999966127004508
"ENSG00000008838.21",556.164732525827,0.0126508595762039,0.0544946497210304,0.232148653876415,0.81642255658717,0.999966127004508
"ENSG00000008853.18",402.739165326486,-0.0481776732498194,0.123082320010244,-0.3914264310732,0.695482058508632,0.999966127004508
"ENSG00000008869.12",735.224857980235,-0.0645041250363558,0.0682056641427548,-0.945729740294712,0.344286449420196,0.999966127004508
