Module	Section	Sample Name	Source
FastQC	all_sections	SRR14514260_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514260_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514227_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514227_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514288_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514288_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514250_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514250_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514290_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514290_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514288_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514288_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514257_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514257_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514179_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514179_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514203_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514203_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514251_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514251_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514272_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514272_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514194_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514194_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514169_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514169_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514260_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514260_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514275_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514275_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514210_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514210_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514181_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514181_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514223_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514223_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514188_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514188_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514264_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514264_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514276_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514276_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514206_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514206_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514175_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514175_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514285_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514285_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514273_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514273_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514213_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514213_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514232_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514232_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514218_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514218_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514215_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514215_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514194_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514194_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514171_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514171_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514247_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514247_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514245_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514245_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514222_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514222_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514204_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514204_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514211_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514211_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514280_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514280_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514278_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514278_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514198_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514198_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514243_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514243_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514264_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514264_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514250_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514250_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514200_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514200_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514193_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514193_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514201_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514201_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514163_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514163_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514196_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514196_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514239_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514239_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514184_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514184_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514162_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514162_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514218_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514218_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514173_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514173_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514204_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514204_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514238_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514238_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514190_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514190_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514286_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514286_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514220_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514220_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514261_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514261_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514229_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514229_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514178_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514178_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514173_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514173_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514274_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514274_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514254_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514254_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514255_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514255_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514206_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514206_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514185_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514185_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514242_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514242_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514163_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514163_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514262_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514262_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514180_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514180_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514196_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514196_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514253_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514253_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514192_2	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514192_2.trimmed_fastqc.zip
FastQC	all_sections	SRR14514241_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514241_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514211_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514211_1.trimmed_fastqc.zip
FastQC	all_sections	SRR14514170_1	/home/talhaaygen/Pipeline_data_analysis/QC/trimmed/SRR14514170_1.trimmed_fastqc.zip
